MEDIDAS	TIME_PERIOD	TERRITORIO	SEXO	OBS_VALUE	CONFIDENCIALIDAD_OBSERVACION	NOTAS_OBSERVACION	ESTADO_OBSERVACION	ESTADO_OBSERVACION_CODE
Población. Proporción	2017	Tegueste	Mujeres	0.53				
Población	2016	Tegueste	Mujeres	5618				
Población. Variación anual	2016	Tegueste	Mujeres	17				
Población. Tasa de variación anual	2016	Tegueste	Mujeres	0.3				
Población. Proporción	2016	Tegueste	Mujeres	0.53				
Población	2015	Tegueste	Mujeres	5601				
Población. Variación anual	2015	Tegueste	Mujeres	16				
Población. Tasa de variación anual	2015	Tegueste	Mujeres	0.29				
Población. Proporción	2015	Tegueste	Mujeres	0.53				
Población	2014	Tegueste	Mujeres	5585				
Población. Variación anual	2014	Tegueste	Mujeres	-15				
Población. Tasa de variación anual	2014	Tegueste	Mujeres	-0.27				
Población. Proporción	2014	Tegueste	Mujeres	0.53				
Población	2013	Tegueste	Mujeres	5600				
Población. Variación anual	2013	Tegueste	Mujeres	88				
Población. Tasa de variación anual	2013	Tegueste	Mujeres	1.6				
Población. Proporción	2013	Tegueste	Mujeres	0.53				
Población	2012	Tegueste	Mujeres	5512				
Población. Variación anual	2012	Tegueste	Mujeres	39				
Población. Tasa de variación anual	2012	Tegueste	Mujeres	0.71				
Población. Proporción	2012	Tegueste	Mujeres	0.52				
Población	2011	Tegueste	Mujeres	5473				
Población. Variación anual	2011	Tegueste	Mujeres	76				
Población. Tasa de variación anual	2011	Tegueste	Mujeres	1.41				
Población. Proporción	2011	Tegueste	Mujeres	0.51				
Población	2010	Tegueste	Mujeres	5397				
Población. Variación anual	2010	Tegueste	Mujeres	24				
Población. Tasa de variación anual	2010	Tegueste	Mujeres	0.45				
Población. Proporción	2010	Tegueste	Mujeres	0.51				
Población	2009	Tegueste	Mujeres	5373				
Población. Variación anual	2009	Tegueste	Mujeres	17				
Población. Tasa de variación anual	2009	Tegueste	Mujeres	0.32				
Población. Proporción	2009	Tegueste	Mujeres	0.51				
Población	2008	Tegueste	Mujeres	5356				
Población. Variación anual	2008	Tegueste	Mujeres	94				
Población. Tasa de variación anual	2008	Tegueste	Mujeres	1.79				
Población. Proporción	2008	Tegueste	Mujeres	0.52				
Población	2007	Tegueste	Mujeres	5262				
Población. Variación anual	2007	Tegueste	Mujeres	26				
Población. Tasa de variación anual	2007	Tegueste	Mujeres	0.5				
Población. Proporción	2007	Tegueste	Mujeres	0.52				
Población	2006	Tegueste	Mujeres	5236				
Población. Variación anual	2006	Tegueste	Mujeres	46				
Población. Tasa de variación anual	2006	Tegueste	Mujeres	0.89				
Población. Proporción	2006	Tegueste	Mujeres	0.53				
Población	2005	Tegueste	Mujeres	5190				
Población. Variación anual	2005	Tegueste	Mujeres	58				
Población. Tasa de variación anual	2005	Tegueste	Mujeres	1.13				
Población. Proporción	2005	Tegueste	Mujeres	0.53				
Población	2004	Tegueste	Mujeres	5132				
Población. Variación anual	2004	Tegueste	Mujeres	125				
Población. Tasa de variación anual	2004	Tegueste	Mujeres	2.5				
Población. Proporción	2004	Tegueste	Mujeres	0.54				
Población	2003	Tegueste	Mujeres	5007				
Población. Variación anual	2003	Tegueste	Mujeres	78				
Población. Tasa de variación anual	2003	Tegueste	Mujeres	1.58				
Población. Proporción	2003	Tegueste	Mujeres	0.53				
Población	2002	Tegueste	Mujeres	4929				
Población. Variación anual	2002	Tegueste	Mujeres	67				
Población. Tasa de variación anual	2002	Tegueste	Mujeres	1.38				
Población. Proporción	2002	Tegueste	Mujeres	0.54				
Población	2001	Tegueste	Mujeres	4862				
Población. Variación anual	2001	Tegueste	Mujeres	210				
Población. Tasa de variación anual	2001	Tegueste	Mujeres	4.51				
Población. Proporción	2001	Tegueste	Mujeres	0.55				
Población	2000	Tegueste	Mujeres	4652				
Población. Variación anual	2000	Tegueste	Mujeres	194				
Población. Tasa de variación anual	2000	Tegueste	Mujeres	4.35				
Población. Proporción	2000	Tegueste	Mujeres	0.54				
Población	1999	Tegueste	Mujeres	4458				
Población. Variación anual	1999	Tegueste	Mujeres	59				
Población. Tasa de variación anual	1999	Tegueste	Mujeres	1.34				
Población. Proporción	1999	Tegueste	Mujeres	0.53				
Población	1998	Tegueste	Mujeres	4399				
Población. Variación anual	1998	Tegueste	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	Tegueste	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	Tegueste	Mujeres	0.54				
Población	1996	Tegueste	Mujeres	4307				
Población. Variación anual	1996	Tegueste	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	Tegueste	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	Tegueste	Mujeres	0.53				
Población	2021	La Victoria de Acentejo	Total	9161				
Población. Variación anual	2021	La Victoria de Acentejo	Total	3				
Población. Tasa de variación anual	2021	La Victoria de Acentejo	Total	0.03				
Población. Proporción	2021	La Victoria de Acentejo	Total	0.42				
Población	2020	La Victoria de Acentejo	Total	9158				
Población. Variación anual	2020	La Victoria de Acentejo	Total	-27				
Población. Tasa de variación anual	2020	La Victoria de Acentejo	Total	-0.29				
Población. Proporción	2020	La Victoria de Acentejo	Total	0.42				
Población	2019	La Victoria de Acentejo	Total	9185				
Población. Variación anual	2019	La Victoria de Acentejo	Total	145				
Población. Tasa de variación anual	2019	La Victoria de Acentejo	Total	1.6				
Población. Proporción	2019	La Victoria de Acentejo	Total	0.43				
Población	2018	La Victoria de Acentejo	Total	9040				
Población. Variación anual	2018	La Victoria de Acentejo	Total	71				
Población. Tasa de variación anual	2018	La Victoria de Acentejo	Total	0.79				
Población. Proporción	2018	La Victoria de Acentejo	Total	0.42				
Población	2017	La Victoria de Acentejo	Total	8969				
Población. Variación anual	2017	La Victoria de Acentejo	Total	0				
Población. Tasa de variación anual	2017	La Victoria de Acentejo	Total	0				
Población. Proporción	2017	La Victoria de Acentejo	Total	0.43				
Población	2016	La Victoria de Acentejo	Total	8969				
Población. Variación anual	2016	La Victoria de Acentejo	Total	-57				
Población. Tasa de variación anual	2016	La Victoria de Acentejo	Total	-0.63				
Población. Proporción	2016	La Victoria de Acentejo	Total	0.43				
Población	2015	La Victoria de Acentejo	Total	9026				
Población. Variación anual	2015	La Victoria de Acentejo	Total	0				
Población. Tasa de variación anual	2015	La Victoria de Acentejo	Total	0				
Población. Proporción	2015	La Victoria de Acentejo	Total	0.43				
Población	2014	La Victoria de Acentejo	Total	9026				
Población. Variación anual	2014	La Victoria de Acentejo	Total	-43				
Población. Tasa de variación anual	2014	La Victoria de Acentejo	Total	-0.47				
Población. Proporción	2014	La Victoria de Acentejo	Total	0.43				
Población	2013	La Victoria de Acentejo	Total	9069				
Población. Variación anual	2013	La Victoria de Acentejo	Total	20				
Población. Tasa de variación anual	2013	La Victoria de Acentejo	Total	0.22				
Población. Proporción	2013	La Victoria de Acentejo	Total	0.43				
Población	2012	La Victoria de Acentejo	Total	9049				
Población. Variación anual	2012	La Victoria de Acentejo	Total	6				
Población. Tasa de variación anual	2012	La Victoria de Acentejo	Total	0.07				
Población. Proporción	2012	La Victoria de Acentejo	Total	0.43				
Población	2011	La Victoria de Acentejo	Total	9043				
Población. Variación anual	2011	La Victoria de Acentejo	Total	1				
Población. Tasa de variación anual	2011	La Victoria de Acentejo	Total	0.01				
Población. Proporción	2011	La Victoria de Acentejo	Total	0.43				
Población	2010	La Victoria de Acentejo	Total	9042				
Población. Variación anual	2010	La Victoria de Acentejo	Total	19				
Población. Tasa de variación anual	2010	La Victoria de Acentejo	Total	0.21				
Población. Proporción	2010	La Victoria de Acentejo	Total	0.43				
Población	2009	La Victoria de Acentejo	Total	9023				
Población. Variación anual	2009	La Victoria de Acentejo	Total	114				
Población. Tasa de variación anual	2009	La Victoria de Acentejo	Total	1.28				
Población. Proporción	2009	La Victoria de Acentejo	Total	0.43				
Población	2008	La Victoria de Acentejo	Total	8909				
Población. Variación anual	2008	La Victoria de Acentejo	Total	233				
Población. Tasa de variación anual	2008	La Victoria de Acentejo	Total	2.69				
Población. Proporción	2008	La Victoria de Acentejo	Total	0.43				
Población	2007	La Victoria de Acentejo	Total	8676				
Población. Variación anual	2007	La Victoria de Acentejo	Total	244				
Población. Tasa de variación anual	2007	La Victoria de Acentejo	Total	2.89				
Población. Proporción	2007	La Victoria de Acentejo	Total	0.43				
Población	2006	La Victoria de Acentejo	Total	8432				
Población. Variación anual	2006	La Victoria de Acentejo	Total	39				
Población. Tasa de variación anual	2006	La Victoria de Acentejo	Total	0.46				
Población. Proporción	2006	La Victoria de Acentejo	Total	0.42				
Población	2005	La Victoria de Acentejo	Total	8393				
Población. Variación anual	2005	La Victoria de Acentejo	Total	43				
Población. Tasa de variación anual	2005	La Victoria de Acentejo	Total	0.51				
Población. Proporción	2005	La Victoria de Acentejo	Total	0.43				
Población	2004	La Victoria de Acentejo	Total	8350				
Población. Variación anual	2004	La Victoria de Acentejo	Total	115				
Población. Tasa de variación anual	2004	La Victoria de Acentejo	Total	1.4				
Población. Proporción	2004	La Victoria de Acentejo	Total	0.44				
Población	2003	La Victoria de Acentejo	Total	8235				
Población. Variación anual	2003	La Victoria de Acentejo	Total	83				
Población. Tasa de variación anual	2003	La Victoria de Acentejo	Total	1.02				
Población. Proporción	2003	La Victoria de Acentejo	Total	0.43				
Población	2002	La Victoria de Acentejo	Total	8152				
Población. Variación anual	2002	La Victoria de Acentejo	Total	84				
Población. Tasa de variación anual	2002	La Victoria de Acentejo	Total	1.04				
Población. Proporción	2002	La Victoria de Acentejo	Total	0.44				
Población	2001	La Victoria de Acentejo	Total	8068				
Población. Variación anual	2001	La Victoria de Acentejo	Total	16				
Población. Tasa de variación anual	2001	La Victoria de Acentejo	Total	0.2				
Población. Proporción	2001	La Victoria de Acentejo	Total	0.45				
Población	2000	La Victoria de Acentejo	Total	8052				
Población. Variación anual	2000	La Victoria de Acentejo	Total	-70				
Población. Tasa de variación anual	2000	La Victoria de Acentejo	Total	-0.86				
Población. Proporción	2000	La Victoria de Acentejo	Total	0.47				
Población	1999	La Victoria de Acentejo	Total	8122				
Población. Variación anual	1999	La Victoria de Acentejo	Total	556				
Población. Tasa de variación anual	1999	La Victoria de Acentejo	Total	7.35				
Población. Proporción	1999	La Victoria de Acentejo	Total	0.49				
Población	1998	La Victoria de Acentejo	Total	7566				
Población. Variación anual	1998	La Victoria de Acentejo	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	La Victoria de Acentejo	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1998	La Victoria de Acentejo	Total	0.46				
Población	1996	La Victoria de Acentejo	Total	7678				
Población. Variación anual	1996	La Victoria de Acentejo	Total				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	La Victoria de Acentejo	Total				Valor no disponible; el dato no existe	M
Población. Proporción	1996	La Victoria de Acentejo	Total	0.48				
Población	2021	La Victoria de Acentejo	Hombres	4568				
Población. Variación anual	2021	La Victoria de Acentejo	Hombres	5				
Población. Tasa de variación anual	2021	La Victoria de Acentejo	Hombres	0.11				
Población. Proporción	2021	La Victoria de Acentejo	Hombres	0.43				
Población	2020	La Victoria de Acentejo	Hombres	4563				
Población. Variación anual	2020	La Victoria de Acentejo	Hombres	-41				
Población. Tasa de variación anual	2020	La Victoria de Acentejo	Hombres	-0.89				
Población. Proporción	2020	La Victoria de Acentejo	Hombres	0.42				
Población	2019	La Victoria de Acentejo	Hombres	4604				
Población. Variación anual	2019	La Victoria de Acentejo	Hombres	64				
Población. Tasa de variación anual	2019	La Victoria de Acentejo	Hombres	1.41				
Población. Proporción	2019	La Victoria de Acentejo	Hombres	0.43				
Población	2018	La Victoria de Acentejo	Hombres	4540				
Población. Variación anual	2018	La Victoria de Acentejo	Hombres	18				
Población. Tasa de variación anual	2018	La Victoria de Acentejo	Hombres	0.4				
Población. Proporción	2018	La Victoria de Acentejo	Hombres	0.43				
Población	2017	La Victoria de Acentejo	Hombres	4522				
Población. Variación anual	2017	La Victoria de Acentejo	Hombres	9				
Población. Tasa de variación anual	2017	La Victoria de Acentejo	Hombres	0.2				
Población. Proporción	2017	La Victoria de Acentejo	Hombres	0.43				
Población	2016	La Victoria de Acentejo	Hombres	4513				
Población. Variación anual	2016	La Victoria de Acentejo	Hombres	-29				
Población. Tasa de variación anual	2016	La Victoria de Acentejo	Hombres	-0.64				
Población. Proporción	2016	La Victoria de Acentejo	Hombres	0.43				
Población	2015	La Victoria de Acentejo	Hombres	4542				
Población. Variación anual	2015	La Victoria de Acentejo	Hombres	23				
Población. Tasa de variación anual	2015	La Victoria de Acentejo	Hombres	0.51				
Población. Proporción	2015	La Victoria de Acentejo	Hombres	0.44				
Población	2014	La Victoria de Acentejo	Hombres	4519				
Población. Variación anual	2014	La Victoria de Acentejo	Hombres	-34				
Población. Tasa de variación anual	2014	La Victoria de Acentejo	Hombres	-0.75				
Población. Proporción	2014	La Victoria de Acentejo	Hombres	0.43				
Población	2013	La Victoria de Acentejo	Hombres	4553				
Población. Variación anual	2013	La Victoria de Acentejo	Hombres	3				
Población. Tasa de variación anual	2013	La Victoria de Acentejo	Hombres	0.07				
Población. Proporción	2013	La Victoria de Acentejo	Hombres	0.43				
Población	2012	La Victoria de Acentejo	Hombres	4550				
Población. Variación anual	2012	La Victoria de Acentejo	Hombres	14				
Población. Tasa de variación anual	2012	La Victoria de Acentejo	Hombres	0.31				
Población. Proporción	2012	La Victoria de Acentejo	Hombres	0.43				
Población	2011	La Victoria de Acentejo	Hombres	4536				
Población. Variación anual	2011	La Victoria de Acentejo	Hombres	30				
Población. Tasa de variación anual	2011	La Victoria de Acentejo	Hombres	0.67				
Población. Proporción	2011	La Victoria de Acentejo	Hombres	0.43				
Población	2010	La Victoria de Acentejo	Hombres	4506				
Población. Variación anual	2010	La Victoria de Acentejo	Hombres	-3				
Población. Tasa de variación anual	2010	La Victoria de Acentejo	Hombres	-0.07				
Población. Proporción	2010	La Victoria de Acentejo	Hombres	0.43				
Población	2009	La Victoria de Acentejo	Hombres	4509				
Población. Variación anual	2009	La Victoria de Acentejo	Hombres	71				
Población. Tasa de variación anual	2009	La Victoria de Acentejo	Hombres	1.6				
Población. Proporción	2009	La Victoria de Acentejo	Hombres	0.43				
Población	2008	La Victoria de Acentejo	Hombres	4438				
Población. Variación anual	2008	La Victoria de Acentejo	Hombres	116				
Población. Tasa de variación anual	2008	La Victoria de Acentejo	Hombres	2.68				
Población. Proporción	2008	La Victoria de Acentejo	Hombres	0.43				
Población	2007	La Victoria de Acentejo	Hombres	4322				
Población. Variación anual	2007	La Victoria de Acentejo	Hombres	110				
Población. Tasa de variación anual	2007	La Victoria de Acentejo	Hombres	2.61				
Población. Proporción	2007	La Victoria de Acentejo	Hombres	0.43				
Población	2006	La Victoria de Acentejo	Hombres	4212				
Población. Variación anual	2006	La Victoria de Acentejo	Hombres	30				
Población. Tasa de variación anual	2006	La Victoria de Acentejo	Hombres	0.72				
Población. Proporción	2006	La Victoria de Acentejo	Hombres	0.42				
Población	2005	La Victoria de Acentejo	Hombres	4182				
Población. Variación anual	2005	La Victoria de Acentejo	Hombres	24				
Población. Tasa de variación anual	2005	La Victoria de Acentejo	Hombres	0.58				
Población. Proporción	2005	La Victoria de Acentejo	Hombres	0.42				
Población	2004	La Victoria de Acentejo	Hombres	4158				
Población. Variación anual	2004	La Victoria de Acentejo	Hombres	59				
Población. Tasa de variación anual	2004	La Victoria de Acentejo	Hombres	1.44				
Población. Proporción	2004	La Victoria de Acentejo	Hombres	0.43				
Población	2003	La Victoria de Acentejo	Hombres	4099				
Población. Variación anual	2003	La Victoria de Acentejo	Hombres	43				
Población. Tasa de variación anual	2003	La Victoria de Acentejo	Hombres	1.06				
Población. Proporción	2003	La Victoria de Acentejo	Hombres	0.43				
Población	2002	La Victoria de Acentejo	Hombres	4056				
Población. Variación anual	2002	La Victoria de Acentejo	Hombres	45				
Población. Tasa de variación anual	2002	La Victoria de Acentejo	Hombres	1.12				
Población. Proporción	2002	La Victoria de Acentejo	Hombres	0.44				
Población	2001	La Victoria de Acentejo	Hombres	4011				
Población. Variación anual	2001	La Victoria de Acentejo	Hombres	23				
Población. Tasa de variación anual	2001	La Victoria de Acentejo	Hombres	0.58				
Población. Proporción	2001	La Victoria de Acentejo	Hombres	0.45				
Población	2000	La Victoria de Acentejo	Hombres	3988				
Población. Variación anual	2000	La Victoria de Acentejo	Hombres	-56				
Población. Tasa de variación anual	2000	La Victoria de Acentejo	Hombres	-1.38				
Población. Proporción	2000	La Victoria de Acentejo	Hombres	0.47				
Población	1999	La Victoria de Acentejo	Hombres	4044				
Población. Variación anual	1999	La Victoria de Acentejo	Hombres	287				
Población. Tasa de variación anual	1999	La Victoria de Acentejo	Hombres	7.64				
Población. Proporción	1999	La Victoria de Acentejo	Hombres	0.49				
Población	1998	La Victoria de Acentejo	Hombres	3757				
Población. Variación anual	1998	La Victoria de Acentejo	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	La Victoria de Acentejo	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	La Victoria de Acentejo	Hombres	0.46				
Población	1996	La Victoria de Acentejo	Hombres	3818				
Población. Variación anual	1996	La Victoria de Acentejo	Hombres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	La Victoria de Acentejo	Hombres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	La Victoria de Acentejo	Hombres	0.48				
Población	2021	La Victoria de Acentejo	Mujeres	4593				
Población. Variación anual	2021	La Victoria de Acentejo	Mujeres	-2				
Población. Tasa de variación anual	2021	La Victoria de Acentejo	Mujeres	-0.04				
Población. Proporción	2021	La Victoria de Acentejo	Mujeres	0.42				
Población	2020	La Victoria de Acentejo	Mujeres	4595				
Población. Variación anual	2020	La Victoria de Acentejo	Mujeres	14				
Población. Tasa de variación anual	2020	La Victoria de Acentejo	Mujeres	0.31				
Población. Proporción	2020	La Victoria de Acentejo	Mujeres	0.42				
Población	2019	La Victoria de Acentejo	Mujeres	4581				
Población. Variación anual	2019	La Victoria de Acentejo	Mujeres	81				
Población. Tasa de variación anual	2019	La Victoria de Acentejo	Mujeres	1.8				
Población. Proporción	2019	La Victoria de Acentejo	Mujeres	0.42				
Población	2018	La Victoria de Acentejo	Mujeres	4500				
Población. Variación anual	2018	La Victoria de Acentejo	Mujeres	53				
Población. Tasa de variación anual	2018	La Victoria de Acentejo	Mujeres	1.19				
Población. Proporción	2018	La Victoria de Acentejo	Mujeres	0.42				
Población	2017	La Victoria de Acentejo	Mujeres	4447				
Población. Variación anual	2017	La Victoria de Acentejo	Mujeres	-9				
Población. Tasa de variación anual	2017	La Victoria de Acentejo	Mujeres	-0.2				
Población. Proporción	2017	La Victoria de Acentejo	Mujeres	0.42				
Población	2016	La Victoria de Acentejo	Mujeres	4456				
Población. Variación anual	2016	La Victoria de Acentejo	Mujeres	-28				
Población. Tasa de variación anual	2016	La Victoria de Acentejo	Mujeres	-0.62				
Población. Proporción	2016	La Victoria de Acentejo	Mujeres	0.42				
Población	2015	La Victoria de Acentejo	Mujeres	4484				
Población. Variación anual	2015	La Victoria de Acentejo	Mujeres	-23				
Población. Tasa de variación anual	2015	La Victoria de Acentejo	Mujeres	-0.51				
Población. Proporción	2015	La Victoria de Acentejo	Mujeres	0.42				
Población	2014	La Victoria de Acentejo	Mujeres	4507				
Población. Variación anual	2014	La Victoria de Acentejo	Mujeres	-9				
Población. Tasa de variación anual	2014	La Victoria de Acentejo	Mujeres	-0.2				
Población. Proporción	2014	La Victoria de Acentejo	Mujeres	0.43				
Población	2013	La Victoria de Acentejo	Mujeres	4516				
Población. Variación anual	2013	La Victoria de Acentejo	Mujeres	17				
Población. Tasa de variación anual	2013	La Victoria de Acentejo	Mujeres	0.38				
Población. Proporción	2013	La Victoria de Acentejo	Mujeres	0.42				
Población	2012	La Victoria de Acentejo	Mujeres	4499				
Población. Variación anual	2012	La Victoria de Acentejo	Mujeres	-8				
Población. Tasa de variación anual	2012	La Victoria de Acentejo	Mujeres	-0.18				
Población. Proporción	2012	La Victoria de Acentejo	Mujeres	0.42				
Población	2011	La Victoria de Acentejo	Mujeres	4507				
Población. Variación anual	2011	La Victoria de Acentejo	Mujeres	-29				
Población. Tasa de variación anual	2011	La Victoria de Acentejo	Mujeres	-0.64				
Población. Proporción	2011	La Victoria de Acentejo	Mujeres	0.42				
Población	2010	La Victoria de Acentejo	Mujeres	4536				
Población. Variación anual	2010	La Victoria de Acentejo	Mujeres	22				
Población. Tasa de variación anual	2010	La Victoria de Acentejo	Mujeres	0.49				
Población. Proporción	2010	La Victoria de Acentejo	Mujeres	0.43				
Población	2009	La Victoria de Acentejo	Mujeres	4514				
Población. Variación anual	2009	La Victoria de Acentejo	Mujeres	43				
Población. Tasa de variación anual	2009	La Victoria de Acentejo	Mujeres	0.96				
Población. Proporción	2009	La Victoria de Acentejo	Mujeres	0.43				
Población	2008	La Victoria de Acentejo	Mujeres	4471				
Población. Variación anual	2008	La Victoria de Acentejo	Mujeres	117				
Población. Tasa de variación anual	2008	La Victoria de Acentejo	Mujeres	2.69				
Población. Proporción	2008	La Victoria de Acentejo	Mujeres	0.43				
Población	2007	La Victoria de Acentejo	Mujeres	4354				
Población. Variación anual	2007	La Victoria de Acentejo	Mujeres	134				
Población. Tasa de variación anual	2007	La Victoria de Acentejo	Mujeres	3.18				
Población. Proporción	2007	La Victoria de Acentejo	Mujeres	0.43				
Población	2006	La Victoria de Acentejo	Mujeres	4220				
Población. Variación anual	2006	La Victoria de Acentejo	Mujeres	9				
Población. Tasa de variación anual	2006	La Victoria de Acentejo	Mujeres	0.21				
Población. Proporción	2006	La Victoria de Acentejo	Mujeres	0.42				
Población	2005	La Victoria de Acentejo	Mujeres	4211				
Población. Variación anual	2005	La Victoria de Acentejo	Mujeres	19				
Población. Tasa de variación anual	2005	La Victoria de Acentejo	Mujeres	0.45				
Población. Proporción	2005	La Victoria de Acentejo	Mujeres	0.43				
Población	2004	La Victoria de Acentejo	Mujeres	4192				
Población. Variación anual	2004	La Victoria de Acentejo	Mujeres	56				
Población. Tasa de variación anual	2004	La Victoria de Acentejo	Mujeres	1.35				
Población. Proporción	2004	La Victoria de Acentejo	Mujeres	0.44				
Población	2003	La Victoria de Acentejo	Mujeres	4136				
Población. Variación anual	2003	La Victoria de Acentejo	Mujeres	40				
Población. Tasa de variación anual	2003	La Victoria de Acentejo	Mujeres	0.98				
Población. Proporción	2003	La Victoria de Acentejo	Mujeres	0.44				
Población	2002	La Victoria de Acentejo	Mujeres	4096				
Población. Variación anual	2002	La Victoria de Acentejo	Mujeres	39				
Población. Tasa de variación anual	2002	La Victoria de Acentejo	Mujeres	0.96				
Población. Proporción	2002	La Victoria de Acentejo	Mujeres	0.45				
Población	2001	La Victoria de Acentejo	Mujeres	4057				
Población. Variación anual	2001	La Victoria de Acentejo	Mujeres	-7				
Población. Tasa de variación anual	2001	La Victoria de Acentejo	Mujeres	-0.17				
Población. Proporción	2001	La Victoria de Acentejo	Mujeres	0.46				
Población	2000	La Victoria de Acentejo	Mujeres	4064				
Población. Variación anual	2000	La Victoria de Acentejo	Mujeres	-14				
Población. Tasa de variación anual	2000	La Victoria de Acentejo	Mujeres	-0.34				
Población. Proporción	2000	La Victoria de Acentejo	Mujeres	0.47				
Población	1999	La Victoria de Acentejo	Mujeres	4078				
Población. Variación anual	1999	La Victoria de Acentejo	Mujeres	269				
Población. Tasa de variación anual	1999	La Victoria de Acentejo	Mujeres	7.06				
Población. Proporción	1999	La Victoria de Acentejo	Mujeres	0.48				
Población	1998	La Victoria de Acentejo	Mujeres	3809				
Población. Variación anual	1998	La Victoria de Acentejo	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1998	La Victoria de Acentejo	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1998	La Victoria de Acentejo	Mujeres	0.46				
Población	1996	La Victoria de Acentejo	Mujeres	3860				
Población. Variación anual	1996	La Victoria de Acentejo	Mujeres				Valor no disponible; el dato no existe	M
Población. Tasa de variación anual	1996	La Victoria de Acentejo	Mujeres				Valor no disponible; el dato no existe	M
Población. Proporción	1996	La Victoria de Acentejo	Mujeres	0.48				
Población	2021	Vilaflor de Chasna	Total	1789				
Población. Variación anual	2021	Vilaflor de Chasna	Total	74				
Población. Tasa de variación anual	2021	Vilaflor de Chasna	Total	4.31				
Población. Proporción	2021	Vilaflor de Chasna	Total	0.08				
Población	2020	Vilaflor de Chasna	Total	1715				
Población. Variación anual	2020	Vilaflor de Chasna	Total	48				
Población. Tasa de variación anual	2020	Vilaflor de Chasna	Total	2.88				
Población. Proporción	2020	Vilaflor de Chasna	Total	0.08				
Población	2019	Vilaflor de Chasna	Total	1667				
Población. Variación anual	2019	Vilaflor de Chasna	Total	22				
Población. Tasa de variación anual	2019	Vilaflor de Chasna	Total	1.34				
Población. Proporción	2019	Vilaflor de Chasna	Total	0.08				
Población	2018	Vilaflor de Chasna	Total	1645				
Población. Variación anual	2018	Vilaflor de Chasna	Total	30				
Población. Tasa de variación anual	2018	Vilaflor de Chasna	Total	1.86				
Población. Proporción	2018	Vilaflor de Chasna	Total	0.08				
Población	2017	Vilaflor de Chasna	Total	1615				
Población. Variación anual	2017	Vilaflor de Chasna	Total	-15				
Población. Tasa de variación anual	2017	Vilaflor de Chasna	Total	-0.92				
Población. Proporción	2017	Vilaflor de Chasna	Total	0.08				
Población	2016	Vilaflor de Chasna	Total	1630				
Población. Variación anual	2016	Vilaflor de Chasna	Total	-41				
Población. Tasa de variación anual	2016	Vilaflor de Chasna	Total	-2.45				
Población. Proporción	2016	Vilaflor de Chasna	Total	0.08				
Población	2015	Vilaflor de Chasna	Total	1671				
Población. Variación anual	2015	Vilaflor de Chasna	Total	-44				
Población. Tasa de variación anual	2015	Vilaflor de Chasna	Total	-2.57				
Población. Proporción	2015	Vilaflor de Chasna	Total	0.08				
Población	2014	Vilaflor de Chasna	Total	1715				
Población. Variación anual	2014	Vilaflor de Chasna	Total	-89				
Población. Tasa de variación anual	2014	Vilaflor de Chasna	Total	-4.93				
Población. Proporción	2014	Vilaflor de Chasna	Total	0.08				
Población	2013	Vilaflor de Chasna	Total	1804				
Población. Variación anual	2013	Vilaflor de Chasna	Total	-21				
Población. Tasa de variación anual	2013	Vilaflor de Chasna	Total	-1.15				
Población. Proporción	2013	Vilaflor de Chasna	Total	0.09				
Población	2012	Vilaflor de Chasna	Total	1825				
Población. Variación anual	2012	Vilaflor de Chasna	Total	-6				
Población. Tasa de variación anual	2012	Vilaflor de Chasna	Total	-0.33				
Población. Proporción	2012	Vilaflor de Chasna	Total	0.09				
Población	2011	Vilaflor de Chasna	Total	1831				
Población. Variación anual	2011	Vilaflor de Chasna	Total	-12				
Población. Tasa de variación anual	2011	Vilaflor de Chasna	Total	-0.65				
Población. Proporción	2011	Vilaflor de Chasna	Total	0.09				
Población	2010	Vilaflor de Chasna	Total	1843				
Población. Variación anual	2010	Vilaflor de Chasna	Total	-11				
Población. Tasa de variación anual	2010	Vilaflor de Chasna	Total	-0.59				
Población. Proporción	2010	Vilaflor de Chasna	Total	0.09				
Población	2009	Vilaflor de Chasna	Total	1854				
Población. Variación anual	2009	Vilaflor de Chasna	Total	3				
Población. Tasa de variación anual	2009	Vilaflor de Chasna	Total	0.16				
Población. Proporción	2009	Vilaflor de Chasna	Total	0.09				
Población	2008	Vilaflor de Chasna	Total	1851				
Población. Variación anual	2008	Vilaflor de Chasna	Total	-49				
Población. Tasa de variación anual	2008	Vilaflor de Chasna	Total	-2.58				
Población. Proporción	2008	Vilaflor de Chasna	Total	0.09				
Población	2007	Vilaflor de Chasna	Total	1900				
